failure mode,unit number,"time, in cycles",sensor 1,sensor 2
2,74,69.0,76.7132,107.13627
2,74,70.0,76.883286,111.07571
2,74,71.0,77.09788,112.62256
2,74,72.0,77.03398,113.61783
2,74,73.0,78.59469,118.32294
2,74,74.0,83.191986,120.68603
2,74,75.0,89.32854,122.68225
2,74,76.0,91.44646,124.96367
2,74,77.0,90.97415,129.71152
2,74,78.0,90.27172,133.04242
2,74,79.0,92.75684,135.8525
2,74,80.0,96.22129,138.14441
2,74,81.0,103.02849,140.98238
2,74,82.0,106.223946,144.05042
2,74,83.0,105.30294,145.38507
2,74,84.0,103.93107,150.25844
2,74,85.0,106.20154,153.62578
2,74,86.0,110.121544,156.69414
2,74,87.0,118.0148,158.09727
2,74,88.0,121.40216,163.0343
2,74,89.0,121.8203,166.19751
2,74,90.0,121.15383,168.53033
2,74,91.0,120.87322,170.88715
2,74,92.0,124.67164,175.96222
2,74,93.0,133.51016,177.14554
2,74,94.0,138.32515,181.84781
2,74,95.0,139.15192,187.20694
2,74,96.0,137.88208,187.89456
2,74,97.0,139.53438,191.62129
2,74,98.0,140.64832,194.81947
2,74,99.0,148.03595,200.22571
2,74,100.0,156.15056,202.81674
2,74,101.0,158.44124,206.33272
2,74,102.0,156.78831,211.5107
2,74,103.0,157.17192,213.43344
2,74,104.0,158.21895,217.71884
2,74,105.0,163.99579,220.0342
2,74,106.0,172.5731,224.20401
2,74,107.0,176.63387,228.59746
2,74,108.0,177.70886,231.83968
2,74,109.0,176.23422,235.29755
2,74,110.0,177.80157,240.05359
2,74,111.0,183.92484,242.7899
2,74,112.0,191.4921,247.84488
2,74,113.0,198.04152,252.11772
2,74,114.0,198.4777,253.30188
2,74,115.0,197.20726,258.6293
2,74,116.0,197.49068,262.2196
2,74,117.0,200.917,266.9117
2,74,118.0,209.86993,271.16473
2,74,119.0,216.9768,274.58298
2,74,120.0,220.06937,277.743
2,74,121.0,218.94922,282.8212
2,74,122.0,217.84918,286.16708
2,74,123.0,223.31238,292.0008
2,74,124.0,229.89601,295.10803
2,74,125.0,238.2902,299.4798
2,74,126.0,243.30475,304.31232
2,74,127.0,243.43268,307.3674
2,74,127.613235,241.63647,311.49673
2,75,1.0,2.8343832,1.9849436
2,75,2.0,2.7522202,2.8846035
2,75,3.0,2.7464721,1.9298472
2,75,4.0,2.5485535,2.8527248
2,75,5.0,3.1334567,3.3047602
2,75,6.0,3.6237638,3.1668167
2,75,7.0,3.1587372,3.7421565
2,75,8.0,3.1873066,5.469547
2,75,9.0,4.383422,3.8718648
2,75,10.0,3.5401945,4.5868416
2,75,11.0,5.1444407,5.5305686
2,75,12.0,6.020515,6.454531
2,75,13.0,5.9179564,8.791058
2,75,14.0,6.0671077,10.689419
2,75,15.0,4.408523,10.092743
2,75,16.0,5.989887,10.977498
2,75,17.0,5.787081,11.210495
2,75,18.0,7.946702,12.089511
2,75,19.0,10.188393,12.901354
2,75,20.0,10.883975,13.175248
2,75,21.0,10.0655365,15.991304
2,75,22.0,8.546492,17.028698
2,75,23.0,10.816911,17.737509
2,75,24.0,12.57945,18.495794
2,75,25.0,14.265655,19.51213
2,75,26.0,14.696611,20.025993
2,75,27.0,13.891873,21.963438
2,75,28.0,13.184488,24.884575
2,75,29.0,14.487644,26.303991
2,75,30.0,18.462198,26.004522
2,75,31.0,19.198317,28.589466
2,75,32.0,19.78207,29.397663
2,75,33.0,19.789793,31.360418
2,75,34.0,19.592522,33.040802
2,75,35.0,20.270218,33.146492
2,75,36.0,21.899254,35.885006
2,75,37.0,25.1196,37.066166
2,75,38.0,28.735004,39.816563
2,75,39.0,28.076244,41.243923
2,75,40.0,24.90855,43.00954
2,75,41.0,26.463085,42.750328
2,75,42.0,29.974213,45.1733
2,75,43.0,34.14663,46.866287
2,75,44.0,34.868,50.658737
2,75,45.0,36.11036,51.226345
2,75,46.0,35.219784,53.670715
2,75,47.0,33.674324,54.93985
2,75,48.0,37.20522,56.487686
2,75,49.0,41.28596,58.252327
2,75,50.0,43.969013,60.61108
2,75,51.0,46.997856,62.130676
2,75,52.0,44.478073,64.86692
2,75,53.0,43.99561,67.156166
2,75,54.0,45.66803,69.28637
2,75,55.0,49.52087,71.67639
2,75,56.0,54.794563,73.34103
2,75,57.0,55.79055,75.82928
2,75,58.0,56.04003,78.165276
2,75,59.0,54.957798,80.29282
2,75,60.0,56.018726,83.3562
2,75,61.0,62.028294,84.73447
2,75,62.0,63.205605,87.500305
2,75,63.0,68.37712,90.26681
2,75,64.0,67.746056,92.50411
2,75,65.0,66.211754,93.83186
2,75,66.0,66.77845,97.40593
2,75,67.0,71.43749,99.593544
2,75,68.0,77.6236,101.68855
2,75,69.0,80.7668,104.64416
2,75,70.0,81.98037,106.92195
2,75,71.0,80.26013,108.64147
2,75,72.0,79.9883,112.34526
2,75,73.0,83.74446,115.51313
2,75,74.0,89.714554,118.227776
2,75,75.0,94.47811,119.92689
2,75,76.0,95.75424,122.67208
2,75,77.0,95.0009,125.192024
2,75,78.0,94.31101,127.19417
2,75,79.0,96.819824,130.80074
2,75,80.0,102.38915,133.95088
2,75,81.0,107.5495,136.4007
2,75,82.0,111.03867,139.8637
2,75,83.0,110.773315,141.94614
2,75,84.0,109.03526,145.4325
2,75,85.0,111.58519,147.90163
2,75,86.0,116.78299,151.69518
2,75,87.0,123.43758,154.3157
2,75,88.0,128.34233,157.98729
2,75,89.0,126.74475,160.10799
2,75,90.0,127.49402,163.76466
2,75,91.0,126.29378,166.88171
2,75,92.0,131.50359,170.64342
2,75,93.0,138.45032,171.86964
2,75,94.0,143.70068,176.58739
2,75,95.0,145.96918,179.84744
2,75,96.0,144.97473,183.15433
2,75,97.0,144.51271,186.64929
2,75,98.0,149.6827,190.01204
2,75,99.0,155.81808,192.14941
2,75,100.0,163.33328,196.30925
2,75,101.0,166.44316,199.61166
2,75,102.0,164.81752,203.53883
2,75,103.0,163.6475,208.36844
2,75,104.0,166.80536,210.00423
2,75,105.0,172.5617,213.24559
2,75,106.0,182.15376,216.83928
2,75,107.0,185.39572,220.96384
2,75,108.0,186.8909,224.61485
2,75,109.0,184.50401,227.79457
2,75,110.0,184.81061,229.89102
2,75,111.0,192.0748,234.93626
2,75,111.149956,194.68283,235.62747
2,76,1.0,2.699917,1.7284604
2,76,2.0,2.274159,1.7483907
2,76,3.0,2.875133,2.7134862
2,76,4.0,1.0267731,2.7220354
2,76,5.0,2.5209992,2.7665126
2,76,6.0,2.7456489,3.6221259
2,76,7.0,4.7616644,3.9571993
2,76,8.0,3.174599,5.4331083
2,76,9.0,4.026541,4.0894585
2,76,10.0,3.3719234,6.9321303
2,76,11.0,5.158617,7.806762
2,76,12.0,5.4042716,7.0452194
2,76,13.0,5.0310955,9.182106
2,76,14.0,5.297987,9.72328
2,76,15.0,5.7371316,11.106137
2,76,16.0,3.524858,13.013303
2,76,17.0,7.092164,13.566567
2,76,18.0,8.9804325,15.288674
2,76,19.0,10.027389,15.24638
2,76,20.0,10.593798,16.445023
2,76,21.0,10.032397,18.803137
2,76,22.0,9.214968,19.272202
2,76,23.0,9.293215,21.403242
2,76,24.0,12.101224,22.818327
2,76,25.0,12.992623,24.883308
2,76,26.0,14.081842,27.215782
2,76,27.0,12.783485,27.28545
2,76,28.0,12.723591,27.651747
2,76,29.0,14.314414,31.916126
2,76,30.0,18.491634,32.38249
2,76,31.0,19.300844,33.87258
2,76,32.0,19.836752,36.887444
2,76,33.0,20.690071,37.512882
2,76,34.0,19.24624,40.529354
2,76,35.0,19.627962,41.21291
2,76,36.0,21.993391,44.131096
2,76,37.0,24.982878,46.453804
2,76,38.0,26.754461,47.923485
2,76,39.0,26.269072,49.586605
2,76,40.0,27.47378,52.669437
2,76,41.0,25.286697,55.30524
2,76,42.0,30.189476,57.64561
2,76,43.0,32.800484,59.66175
2,76,44.0,34.951553,61.971844
2,76,45.0,35.31291,64.52756
2,76,46.0,35.019997,66.99117
2,76,47.0,34.85666,69.6926
2,76,48.0,37.513912,71.90277
2,76,49.0,39.756832,75.874084
2,76,50.0,46.542866,77.694305
2,76,51.0,44.66776,80.16411
2,76,52.0,45.13949,83.18895
2,76,53.0,45.22265,85.16331
2,76,54.0,45.522285,89.359375
2,76,55.0,49.953182,90.30915
2,76,56.0,54.34499,94.34883
2,76,57.0,57.509075,96.483315
2,76,58.0,56.809498,100.659805
2,76,59.0,53.86014,102.15061
2,76,60.0,55.36788,106.12964
2,76,61.0,59.749706,107.95453
2,76,62.0,65.977844,111.31077
2,76,63.0,68.703445,116.55431
2,76,64.0,68.960495,118.61909
2,76,65.0,67.67494,121.85938
2,76,66.0,68.989456,125.05967
2,76,67.0,70.93578,128.24127
2,76,68.0,76.778244,132.61137
2,76,69.0,84.38054,134.4211
2,76,70.0,83.31332,139.01935
2,76,71.0,79.71997,143.46706
2,76,72.0,81.16502,145.50008
2,76,73.0,84.01482,149.52519
2,76,74.0,89.65852,153.21986
2,76,75.0,93.416176,157.40952
2,76,76.0,96.558334,161.47174
2,76,77.0,95.74829,164.3313
2,76,78.0,95.76427,168.90927
2,76,79.0,98.42034,172.44577
2,76,80.0,104.179794,175.49333
2,76,81.0,109.28582,179.54901
2,76,82.0,111.8436,184.12698
2,76,83.0,112.91556,187.85658
2,76,84.0,110.590126,192.53546
2,76,85.0,112.14228,196.8293
2,76,86.0,118.286674,199.93002
2,76,87.0,123.77584,203.90628
2,76,88.0,129.64536,208.73463
2,76,89.0,130.4729,214.09734
2,76,90.0,130.35081,217.55699
2,76,91.0,128.24016,221.85033
2,76,92.0,132.61642,226.60487
2,76,93.0,140.31992,230.56084
2,76,94.0,147.4593,234.7984
2,76,95.0,149.42993,240.46335
2,76,96.0,145.47034,244.21053
2,76,97.0,146.69257,248.01451
2,76,98.0,149.80595,253.69907
2,76,99.0,156.16333,259.02795
2,76,100.0,162.40028,262.6224
2,76,100.20467,164.61517,263.58133
2,77,1.0,3.5577335,1.4426725
2,77,2.0,1.8862779,2.0860674
2,77,3.0,1.4912896,2.401412
2,77,4.0,2.9283001,3.3742328
2,77,5.0,3.3118625,2.3751144
2,77,6.0,3.801794,3.8188438
2,77,7.0,3.9630785,4.29351
2,77,8.0,2.564361,3.7082486
2,77,9.0,2.2891743,4.2288084
2,77,10.0,3.1832075,4.2885566
2,77,11.0,4.1620774,5.5166154
2,77,12.0,5.3079147,7.40669
2,77,13.0,5.5392723,6.9713593
2,77,14.0,4.4199147,7.7896395
2,77,15.0,5.6627245,9.060512
2,77,16.0,4.8939896,8.365188
2,77,17.0,7.8888435,8.93434
2,77,18.0,8.57573,12.384264
2,77,19.0,9.51531,12.726461
2,77,20.0,9.701288,12.745925
2,77,21.0,8.580867,13.386498
2,77,22.0,9.19524,16.412054
2,77,23.0,10.539401,16.307472
2,77,24.0,12.354966,16.031527
2,77,25.0,15.015674,18.086369
2,77,26.0,13.975562,17.714987
2,77,27.0,13.158722,20.545315
2,77,28.0,13.86714,21.140402
2,77,29.0,15.253055,23.842575
2,77,30.0,16.595589,23.4102
2,77,31.0,19.818499,25.412096
2,77,32.0,21.1022,26.117609
2,77,33.0,20.13649,26.958904
2,77,34.0,18.628689,28.407305
2,77,35.0,20.20229,30.76272
2,77,36.0,22.47883,30.823643
2,77,37.0,28.533318,33.752377
2,77,38.0,29.550272,33.266174
2,77,39.0,27.132626,35.7887
2,77,40.0,28.160553,37.66796
2,77,41.0,28.282045,39.72909
2,77,42.0,30.350067,39.47475
2,77,43.0,33.463245,41.013542
2,77,44.0,36.723476,42.494564
2,77,45.0,37.959312,44.421265
2,77,46.0,35.70998,46.097267
2,77,47.0,36.615578,48.357994
2,77,48.0,37.135178,47.959465
2,77,49.0,41.78294,50.768402
2,77,50.0,47.111294,53.07383
2,77,51.0,47.515724,54.129345
2,77,52.0,45.629547,56.181545
2,77,53.0,46.570164,58.35828
2,77,54.0,47.96187,58.35326
2,77,55.0,51.533543,62.43313
2,77,56.0,57.13514,62.2542
2,77,57.0,58.980263,63.952374
2,77,58.0,58.17718,67.08214
2,77,59.0,58.68378,68.99496
2,77,60.0,60.11929,71.285126
2,77,61.0,63.014435,72.81083
2,77,62.0,68.56135,74.46435
2,77,63.0,71.324905,75.677605
2,77,64.0,72.0479,78.488945
2,77,65.0,70.67797,81.04209
2,77,66.0,70.84122,83.170204
2,77,67.0,73.412735,85.7511
2,77,68.0,81.03445,87.265755
2,77,69.0,84.7532,90.050156
2,77,70.0,86.488655,91.0759
2,77,71.0,83.22732,93.47553
2,77,72.0,85.10018,95.353775
2,77,73.0,87.942986,98.84293
2,77,74.0,93.69344,100.085556
2,77,75.0,98.6355,102.060555
2,77,76.0,101.6621,104.563286
2,77,77.0,100.34678,107.496826
2,77,78.0,100.86257,108.41862
2,77,79.0,101.76564,112.15599
2,77,80.0,108.23722,113.37171
2,77,81.0,114.83291,117.40837
2,77,82.0,118.28246,119.24701
2,77,83.0,118.98088,120.73427
2,77,84.0,115.12355,125.17358
2,77,85.0,117.75719,125.054115
2,77,86.0,122.621056,129.0273
2,77,87.0,129.50436,132.23543
2,77,88.0,135.04872,133.31091
2,77,89.0,136.61452,136.15543
2,77,90.0,135.38803,139.56586
2,77,91.0,133.69516,140.52104
2,77,92.0,140.55324,142.74792
2,77,93.0,148.26053,147.37839
2,77,94.0,153.89046,149.95934
2,77,95.0,154.06471,151.36285
2,77,96.0,154.66156,154.43422
2,77,97.0,153.63089,157.36926
2,77,98.0,158.33229,161.28128
2,77,99.0,164.46587,162.82982
2,77,100.0,172.73253,166.27425
2,77,101.0,175.8658,168.26419
2,77,102.0,174.8036,171.84962
2,77,103.0,173.22122,173.87634
2,77,104.0,176.28458,177.20792
2,77,105.0,184.50085,179.6159
2,77,106.0,192.64192,183.73994
2,77,107.0,197.79501,186.86331
2,77,108.0,196.86633,189.34921
2,77,109.0,196.69617,192.06436
2,77,110.0,196.55046,194.55438
2,77,111.0,203.3754,197.92351
2,77,112.0,212.42618,200.6338
2,77,113.0,219.7075,203.09663
2,77,113.86622,221.39474,206.47371
2,78,1.0,2.6394985,2.7473726
2,78,2.0,0.5056803,2.8289042
2,78,3.0,2.3962471,3.3468468
2,78,4.0,0.36601007,2.378623
2,78,5.0,2.43107,3.2218218
2,78,6.0,4.8509665,3.1061013
2,78,7.0,3.6086073,5.054304
2,78,8.0,4.097817,5.078682
2,78,9.0,2.5711696,5.6755
2,78,10.0,2.5727322,5.668273
2,78,11.0,3.948649,4.986787
2,78,12.0,5.6369967,6.1460357
2,78,13.0,6.1993475,8.00747
2,78,14.0,6.497425,9.318083
2,78,15.0,6.2484045,9.671914
2,78,16.0,5.509898,10.93005
2,78,17.0,7.643035,12.114008
2,78,18.0,9.068345,11.416088
2,78,19.0,9.775791,12.848078
2,78,20.0,11.571912,14.835638
2,78,21.0,10.399351,14.045298
2,78,22.0,10.670944,15.397516
2,78,23.0,10.129869,18.28713
2,78,24.0,14.292496,18.499994
2,78,25.0,15.070762,19.62357
2,78,26.0,17.41169,20.64049
2,78,27.0,15.738026,22.163218
2,78,28.0,14.548163,22.879002
2,78,29.0,17.940392,23.806181
2,78,30.0,19.351372,25.697325
2,78,31.0,23.982409,26.964958
2,78,32.0,22.895039,27.652306
2,78,33.0,23.12599,29.130783
2,78,34.0,21.653267,31.178877
2,78,35.0,24.264828,31.957792
2,78,36.0,25.954191,34.70387
2,78,37.0,30.724094,35.691647
2,78,38.0,31.142282,36.96562
2,78,39.0,30.80948,37.048717
2,78,40.0,29.610603,39.952152
2,78,41.0,32.11147,40.99261
2,78,42.0,35.62944,42.97924
2,78,43.0,38.01251,44.561024
2,78,44.0,40.734222,45.222687
2,78,45.0,41.43589,48.293236
2,78,46.0,40.21663,48.592648
2,78,47.0,41.367954,50.4523
2,78,48.0,44.922523,53.5763
2,78,49.0,48.33301,55.332718
2,78,50.0,52.827446,56.925636
2,78,51.0,54.31493,59.155643
2,78,52.0,54.116417,60.556538
2,78,53.0,51.83973,63.732162
2,78,54.0,54.51195,65.50696
2,78,55.0,59.160225,66.27965
2,78,56.0,62.816925,67.428764
2,78,57.0,66.618996,68.376816
2,78,58.0,66.65865,72.632454
2,78,59.0,64.99484,75.25843
2,78,60.0,66.2025,75.68058
2,78,61.0,72.23675,77.69904
2,78,62.0,78.31038,80.67099
2,78,63.0,80.489494,82.677315
2,78,64.0,81.74671,85.04465
2,78,65.0,80.84925,87.01361
2,78,66.0,80.62765,88.94479
2,78,67.0,83.59386,90.37387
2,78,68.0,92.21957,93.28738
2,78,69.0,95.55592,95.21609
2,78,70.0,97.89528,99.065926
2,78,71.0,95.07489,100.900055
2,78,72.0,96.23453,102.89942
2,78,73.0,99.99534,104.52508
2,78,74.0,105.172806,107.39589
2,78,75.0,112.35482,109.91332
2,78,76.0,114.095245,112.157646
2,78,77.0,114.40125,116.43436
2,78,78.0,112.91895,116.89076
2,78,79.0,116.74963,119.03307
2,78,80.0,122.96774,122.24909
2,78,81.0,127.300735,123.52784
2,78,82.0,132.11188,127.50952
2,78,83.0,133.37814,129.92526
2,78,84.0,131.87415,132.54164
2,78,85.0,132.32216,134.23485
2,78,86.0,138.15442,137.0909
2,78,87.0,144.98051,140.76804
2,78,88.0,151.48003,143.55272
2,78,89.0,152.34789,146.91164
2,78,90.0,152.75035,148.96663
2,78,91.0,152.40727,152.57428
2,78,92.0,158.11212,154.50336
2,78,93.0,166.28668,158.00699
2,78,94.0,173.87206,159.07968
2,78,95.0,175.45332,163.57182
2,78,96.0,174.0934,167.0179
2,78,97.0,173.79642,169.742
2,78,98.0,179.18263,172.19702
2,78,99.0,186.55693,174.23674
2,78,100.0,194.5457,177.72638
2,78,101.0,197.48987,179.97577
2,78,102.0,198.63779,184.31879
2,78,103.0,197.5913,186.81798
2,78,104.0,199.84956,190.69995
2,78,105.0,207.42099,193.00592
2,78,106.0,216.10205,197.35133
2,78,107.0,223.14761,199.73387
2,78,108.0,223.98816,201.98085
2,78,108.43809,220.98961,204.17447
2,79,1.0,1.4416928,1.3279234
2,79,2.0,2.238057,2.3071802
2,79,3.0,2.3292892,2.6414542
2,79,4.0,1.1175393,1.3321972
2,79,5.0,2.3273299,3.041384
2,79,6.0,3.241805,2.069086
2,79,7.0,1.9940456,3.7332563
2,79,8.0,3.0011783,4.286071
2,79,9.0,2.2881393,3.2937803
2,79,10.0,1.8223469,5.7608566
2,79,11.0,4.927826,4.6410666
2,79,12.0,5.290283,7.4888616
2,79,13.0,4.907759,8.106886
2,79,14.0,5.1420135,7.944383
2,79,15.0,3.7964303,9.475652
2,79,16.0,5.047423,9.7148075
2,79,17.0,5.857067,10.248822
2,79,18.0,7.6594257,11.332062
2,79,19.0,9.292476,12.272096
2,79,20.0,8.122841,13.950693
2,79,21.0,7.2763095,14.596958
2,79,22.0,7.14526,15.808214
2,79,23.0,9.456041,16.750196
2,79,24.0,10.631061,17.456064
2,79,25.0,11.971355,19.710363
2,79,26.0,12.431121,19.471704
2,79,27.0,10.922292,22.225096
2,79,28.0,11.047696,23.120707
2,79,29.0,12.425715,24.07221
2,79,30.0,16.321075,25.873634
2,79,31.0,19.021805,27.659477
2,79,32.0,17.720308,28.538233
2,79,33.0,17.658253,28.585016
2,79,34.0,16.09856,29.608433
2,79,35.0,18.165419,31.505873
2,79,36.0,18.631569,34.42053
2,79,37.0,24.122034,35.698883
2,79,38.0,26.079285,37.514675
2,79,39.0,23.549763,38.31281
2,79,40.0,24.837505,39.49325
2,79,41.0,24.06757,43.735287
2,79,42.0,26.166609,44.08695
2,79,43.0,31.544804,44.752956
2,79,44.0,30.694729,46.9307
2,79,45.0,32.31506,49.340633
2,79,46.0,31.85122,51.006012
2,79,47.0,30.147943,53.270256
2,79,48.0,31.411219,54.483562
2,79,49.0,36.052803,56.09131
2,79,50.0,39.754272,59.51123
2,79,51.0,41.1139,59.083294
2,79,52.0,38.599888,61.039993
2,79,53.0,37.911953,64.51311
2,79,54.0,39.283504,67.178116
2,79,55.0,45.873173,69.10108
2,79,56.0,48.134468,71.36697
2,79,57.0,51.02542,73.45712
2,79,58.0,50.16614,75.37432
2,79,59.0,47.23955,77.48587
2,79,60.0,50.844753,79.70078
2,79,61.0,53.528732,82.524
2,79,62.0,56.76781,82.94523
2,79,63.0,61.36159,85.59804
2,79,64.0,58.992764,87.24552
2,79,65.0,58.761074,91.42219
2,79,66.0,58.377586,93.17163
2,79,67.0,63.556774,95.98808
2,79,68.0,70.28374,97.71478
2,79,69.0,73.48034,100.460625
2,79,70.0,74.73401,102.05598
2,79,71.0,71.52662,105.55326
2,79,72.0,70.76867,108.21073
2,79,73.0,74.82241,110.3696
2,79,74.0,78.91821,113.7466
2,79,75.0,83.40423,115.522285
2,79,76.0,86.46535,118.8523
2,79,77.0,85.543526,119.70265
2,79,78.0,84.81036,122.59933
2,79,79.0,86.94954,126.74784
2,79,80.0,90.76782,130.12343
2,79,81.0,95.43371,131.18173
2,79,82.0,99.45213,134.82625
2,79,83.0,98.944626,138.0156
2,79,84.0,96.986626,140.55759
2,79,85.0,99.457375,143.72331
2,79,86.0,102.45207,144.89699
2,79,87.0,108.43988,149.05171
2,79,88.0,115.79326,151.23831
2,79,89.0,115.44462,153.4471
2,79,90.0,113.087585,158.07172
2,79,91.0,113.18746,160.12909
2,79,92.0,117.628494,164.8145
2,79,93.0,123.32806,167.72824
2,79,94.0,129.27434,169.73514
2,79,95.0,131.84576,173.57948
2,79,96.0,130.09357,176.56139
2,79,97.0,128.74551,179.19781
2,79,98.0,132.95241,183.09328
2,79,99.0,137.59676,185.78499
2,79,100.0,145.43033,189.06958
2,79,101.0,148.67542,192.36545
2,79,102.0,146.74379,193.80804
2,79,103.0,146.68425,200.49858
2,79,104.0,147.10112,202.15355
2,79,105.0,154.54787,204.41516
2,79,106.0,161.01839,207.83583
2,79,107.0,166.19101,212.51169
2,79,108.0,166.2998,214.33902
2,79,109.0,164.41235,219.09912
2,79,110.0,164.90942,223.1722
2,79,111.0,171.96803,226.80864
2,79,112.0,179.47575,228.92308
2,79,113.0,185.34789,233.67181
2,79,114.0,185.29149,236.6285
2,79,115.0,183.97037,240.8176
2,79,116.0,183.95963,244.32397
2,79,117.0,189.49275,247.59357
2,79,118.0,196.83862,251.69577
2,79,119.0,203.60497,254.97853
2,79,120.0,207.10117,259.85315
2,79,121.0,206.54597,263.8793
2,79,122.0,203.40051,266.88455
2,79,123.0,207.51602,270.1742
2,79,124.0,216.37646,273.3503
2,79,125.0,223.5508,278.37943
2,79,126.0,227.15416,282.35406
2,79,126.65083,226.90034,285.20383
2,80,1.0,3.5058138,1.5568568
2,80,2.0,2.6260736,1.0480988
2,80,3.0,2.4876761,3.2298648
2,80,4.0,4.29756,1.8237615
2,80,5.0,3.7497833,1.9507226
2,80,6.0,3.9786785,3.2114499
2,80,7.0,4.1220036,3.5626104
2,80,8.0,4.4364815,4.684064
2,80,9.0,3.4859889,4.082233
2,80,10.0,3.8552446,5.2268305
2,80,11.0,5.4333935,5.687646
2,80,12.0,5.0597706,8.186759
2,80,13.0,8.697069,8.2131
2,80,14.0,4.79653,7.7525096
2,80,15.0,6.570516,9.793988
2,80,16.0,4.432084,9.498593
2,80,17.0,8.120747,11.188879
2,80,18.0,9.39088,11.994422
2,80,19.0,9.677791,13.0392885
2,80,20.0,9.481547,14.458225
2,80,21.0,8.471021,15.245491
2,80,22.0,9.076199,15.552687
2,80,23.0,10.3661,17.169744
2,80,24.0,11.372618,18.118364
2,80,25.0,13.890171,20.365744
2,80,26.0,14.039419,20.644894
2,80,27.0,14.71861,22.732162
2,80,28.0,13.102704,23.82755
2,80,29.0,14.001925,24.419903
2,80,30.0,16.500559,25.741259
2,80,31.0,19.511122,26.969822
2,80,32.0,20.187641,28.418348
2,80,33.0,19.080559,32.46633
2,80,34.0,18.719664,33.29083
2,80,35.0,19.933037,33.213333
2,80,36.0,23.17357,34.5435
2,80,37.0,24.687319,35.98289
2,80,38.0,25.729897,39.25999
2,80,39.0,26.814898,40.863678
2,80,40.0,23.676891,40.51695
2,80,41.0,26.469982,42.82132
2,80,42.0,27.288189,45.510387
2,80,43.0,31.290625,46.779743
2,80,44.0,32.83925,48.855396
2,80,45.0,34.888638,50.581955
2,80,46.0,32.68873,52.17291
2,80,47.0,30.185528,53.84731
2,80,48.0,34.288265,57.157642
2,80,49.0,40.378777,57.90761
2,80,50.0,42.296417,59.082638
2,80,51.0,43.505577,62.368465
2,80,52.0,42.0853,64.097664
2,80,53.0,42.05102,66.498795
2,80,54.0,43.542633,67.94434
2,80,55.0,47.3064,70.97368
2,80,56.0,50.985752,72.8002
2,80,57.0,51.911728,73.779816
2,80,58.0,51.221443,77.682144
2,80,59.0,50.731483,78.792435
2,80,60.0,49.634823,81.40359
2,80,61.0,56.678185,83.35522
2,80,62.0,60.441376,85.86466
2,80,63.0,63.094673,87.6275
2,80,64.0,62.782547,90.35155
2,80,65.0,60.784283,94.15183
2,80,66.0,61.728683,94.75272
2,80,67.0,64.28725,97.6526
2,80,68.0,69.20803,101.936714
2,80,69.0,74.10789,103.78164
2,80,70.0,75.39087,104.81582
2,80,71.0,73.745514,109.105415
2,80,72.0,73.78746,110.29798
2,80,73.0,74.58636,112.81823
2,80,74.0,82.76265,115.16748
2,80,75.0,86.77559,118.756485
2,80,76.0,89.2392,120.345566
2,80,77.0,86.00934,124.082436
2,80,78.0,86.53436,126.76916
2,80,79.0,87.73674,129.16518
2,80,80.0,94.25661,131.13667
2,80,81.0,100.20265,134.96193
2,80,82.0,102.617615,136.60504
2,80,83.0,102.65851,139.5087
2,80,84.0,100.07858,143.8663
2,80,85.0,99.77801,147.27754
2,80,86.0,105.31893,148.44305
2,80,87.0,113.59652,152.66406
2,80,88.0,117.38184,155.19327
2,80,89.0,117.90059,158.40018
2,80,90.0,115.66698,161.48288
2,80,91.0,114.74917,165.06558
2,80,92.0,120.83745,168.93799
2,80,93.0,125.924736,170.77911
2,80,94.0,132.89703,173.76912
2,80,95.0,133.93181,177.33583
2,80,96.0,133.46375,179.90958
2,80,97.0,131.20685,184.29472
2,80,98.0,133.9362,188.6474
2,80,99.0,143.39293,190.38228
2,80,100.0,148.24933,192.82535
2,80,101.0,151.89423,197.56882
2,80,102.0,150.59705,200.11081
2,80,103.0,148.44287,203.29323
2,80,104.0,151.34975,206.9648
2,80,105.0,158.00485,211.09245
2,80,106.0,167.00308,213.17932
2,80,107.0,170.85808,217.42358
2,80,108.0,170.86574,220.90009
2,80,109.0,167.62257,224.20638
2,80,110.0,170.44595,226.3607
2,80,111.0,175.70071,229.66928
2,80,112.0,182.36458,235.10815
2,80,113.0,189.85028,238.42984
2,80,114.0,190.83755,242.1541
2,80,114.73772,189.35594,245.03847
2,81,1.0,2.5890982,0.7674083
2,81,2.0,2.9435747,3.1475484
2,81,3.0,2.981261,1.3319688
2,81,4.0,3.4517252,1.953156
2,81,5.0,5.0373783,2.4523072
2,81,6.0,4.567949,3.6252682
2,81,7.0,4.2502213,2.7548108
2,81,8.0,2.947789,4.2469583
2,81,9.0,2.406691,4.522594
2,81,10.0,4.4433355,5.2518787
2,81,11.0,5.4540553,5.974022
2,81,12.0,5.6602635,6.551618
2,81,13.0,7.245919,7.762572
2,81,14.0,6.3738503,9.370902
2,81,15.0,6.785807,9.215122
2,81,16.0,7.1808906,10.190762
2,81,17.0,7.4163303,12.283682
2,81,18.0,8.363491,13.071613
2,81,19.0,12.75359,14.052844
2,81,20.0,11.664709,14.630277
2,81,21.0,8.943138,16.079218
2,81,22.0,11.705093,16.90829
2,81,23.0,11.012133,18.22721
